;keywords;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
939;national regulatory frameworks;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
940;type 1 diabetes;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
941;maxillofacial surgery;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
942;transplantation de la tete;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
943;altruistic uterus donation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
944;cadaveric uterus donation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
945;ethics in uterus donation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
946;legality of uterus donation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
947;uterus donation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
948;age;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
949;fingolimod;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
950;undocumented immigrant;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
951;kidney allocation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
952;pediatric heart assist devices;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
953;live donation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
954;paediatric priority;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
955;utility;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
956;ovarian tissue transplantation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
957;bioethical principles;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
958;health;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
959;oncofertility;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
960;ovarian tissue cryopreservation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
961;virtue ethics;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
962;destination therapy;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
963;pediatric cardiac transplantation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
964;pediatric heart failure;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
965;ethnicity;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
966;animals;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
967;animals containing human material;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
968;chimera;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
969;human organs;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
970;interspecies chimera;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
971;liver transplant patients;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
972;transplant staff;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
973;apol1;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
974;genetic testing;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
975;sickle cell trait;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
976;legislatio;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
977;donation after circulatory;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
978;transition of care;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
979;osigraft;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
980;congenital heart disease;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
981;diabetes;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
982;public health policy;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
983;questionnaire;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
984;smoking policy;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
985;tobacco abuse;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
986;transplantation policy;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
987;disparites;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
988;delayed graft function;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
989;glomerular filtration rate;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
990;ischaemia reperfusion injury;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
991;remote ischemic conditioning;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
992;mechanical circulatory support;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
993;postoperative care;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
994;risk factors;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
995;chronic conditions;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
996;rehabilitation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
997;cultural evolution;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
998;genetic therapy;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
999;human origins;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1000;natural selection;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1001;therapeutic cloning;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1002;kidney transplant allocation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1003;physical function;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1004;renal replacement therapy modality;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1005;survival benefit;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1006;pediatric renal transplantation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1007;deceased donor kidney;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1008;acceptability of donor kidney;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1009;diabetes mellitus;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1010;autograft;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1011;effectiveness;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1012;long bones;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1013;chimerization;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1014;elsi;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1015;human dignity;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1016;human organ;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1017;pluripotency;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1018;biomedical ethics;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1019;donation after circulatory determination of death;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1020;personhood;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1021;archard;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1022;transplant recipient;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1023;blood donors;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1024;koplin;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1025;moratorium;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1026;public consultation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1027;research governance;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1028;scientific controversies;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1029;human enhancement;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1030;precautionary principle;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1031;standards of evidence;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1032;blood donation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1033;physician attitudes;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1034;incentives for donation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1035;organ trade;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1036;presumed and explicit consent;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1037;pig;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1038;non heart beating donation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1039;trasplantes;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1040;geographic factors;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1041;healthcare disparity;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1042;legislation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1043;christian ethics;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1044;islamic ethics;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1045;jewish ethics;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1046;alcoholism and substance abuse;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1047;sociocultural conditions;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1048;coagulation disorder;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1049;abstraction;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1050;trade;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1051;anonymity;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1052;ignorance;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1053;information;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1054;allocation policy;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1055;donor shortage;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1056;patient education;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1057;conjoined twins;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
1058;doctrine of the double effect;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
1059;value of life;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
1060;insurance;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
1061;donor management;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
1062;donacion en asistolia;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1063;organ sale;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1064;fetal medicine;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1065;genetic susceptibility;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1066;neonatology;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1067;caregivers;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1068;shared decision making;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1069;ventricular assist device;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1070;paediatrics;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1071;sibling;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1072;apol1 gene;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1073;african american;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1074;apolipoprotein l1;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1075;contraindication;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1076;donor screening;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1077;kidney donor evaluation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1078;ethics and public policy kidney transplantation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1079;racial difference;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1080;risk stratification;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1081;exchange;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1082;information needs;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1083;risk communication;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1084;donor registry;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1085;donor risks;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1086;duty to look back;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1087;dysfunction;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1088;organ perfusion and preservation;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1089;pulmonology;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
1090;brain dead;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
